27/01/2023	06:41	18:46	12:43	06:40	18:45	12:43	06:39	18:42	12:41	06:38	18:47	12:43	06:41	18:45	12:43	06:39	18:40	12:39	06:37	18:42	12:39	06:38	18:44	12:41	06:42	18:55	12:49	06:49	19:01	12:55	06:40	18:45	12:42
28/01/2023	06:41	18:46	12:43	06:40	18:46	12:43	06:40	18:42	12:41	06:38	18:47	12:43	06:41	18:45	12:43	06:39	18:40	12:40	06:37	18:42	12:40	06:38	18:44	12:41	06:43	18:55	12:49	06:49	19:01	12:55	06:40	18:45	12:42
29/01/2023	06:41	18:46	12:44	06:41	18:46	12:43	06:40	18:42	12:41	06:39	18:47	12:43	06:41	18:45	12:43	06:39	18:41	12:40	06:37	18:43	12:40	06:38	18:45	12:42	06:43	18:55	12:49	06:49	19:02	12:55	06:40	18:45	12:43
30/01/2023	06:41	18:46	12:44	06:41	18:46	12:43	06:40	18:43	12:41	06:39	18:48	12:43	06:41	18:45	12:43	06:39	18:41	12:40	06:37	18:43	12:40	06:39	18:45	12:42	06:43	18:55	12:49	06:50	19:02	12:56	06:40	18:45	12:43
31/01/2023	06:41	18:46	12:44	06:41	18:46	12:44	06:40	18:43	12:41	06:39	18:48	12:43	06:41	18:46	12:43	06:39	18:41	12:40	06:38	18:43	12:40	06:39	18:45	12:42	06:43	18:56	12:49	06:50	19:02	12:56	06:40	18:45	12:43
01/02/2023	06:41	18:47	12:44	06:41	18:46	12:44	06:40	18:43	12:41	06:39	18:48	12:43	06:41	18:46	12:44	06:39	18:41	12:40	06:38	18:43	12:40	06:39	18:45	12:42	06:44	18:56	12:50	06:50	19:02	12:56	06:40	18:46	12:43
02/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:43	12:42	06:39	18:48	12:44	06:42	18:46	12:44	06:39	18:41	12:40	06:38	18:43	12:40	06:39	18:45	12:42	06:44	18:56	12:50	06:50	19:02	12:56	06:41	18:46	12:43
03/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:43	12:42	06:39	18:48	12:44	06:42	18:46	12:44	06:39	18:42	12:41	06:38	18:43	12:41	06:39	18:45	12:42	06:44	18:56	12:50	06:50	19:02	12:56	06:41	18:46	12:43
04/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:43	12:42	06:40	18:48	12:44	06:42	18:46	12:44	06:40	18:42	12:41	06:38	18:43	12:41	06:39	18:45	12:42	06:44	18:56	12:50	06:50	19:02	12:56	06:41	18:46	12:43
05/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:43	12:42	06:40	18:48	12:44	06:42	18:46	12:44	06:40	18:42	12:41	06:38	18:43	12:41	06:39	18:46	12:42	06:44	18:56	12:50	06:51	19:02	12:56	06:41	18:46	12:43
06/02/2023	06:42	18:47	12:45	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:46	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:39	18:46	12:43	06:44	18:56	12:50	06:51	19:02	12:56	06:41	18:46	12:44
07/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:41	18:44	12:42	06:40	18:48	12:44	06:42	18:46	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:39	18:46	12:43	06:44	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
08/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:41	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
09/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:41	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
10/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:41	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
11/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:41	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
12/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
13/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:40	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
14/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:56	12:50	06:51	19:02	12:57	06:41	18:46	12:44
15/02/2023	06:42	18:47	12:45	06:42	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:40	18:46	12:43	06:45	18:55	12:50	06:51	19:02	12:57	06:41	18:46	12:44
16/02/2023	06:42	18:47	12:45	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:39	18:46	12:43	06:45	18:55	12:50	06:51	19:02	12:57	06:41	18:46	12:44
17/02/2023	06:42	18:47	12:45	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:39	18:46	12:43	06:45	18:55	12:50	06:51	19:01	12:56	06:41	18:46	12:44
18/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:42	18:47	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:39	18:46	12:42	06:45	18:55	12:50	06:51	19:01	12:56	06:41	18:46	12:43
19/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:41	18:46	12:44	06:39	18:42	12:41	06:38	18:44	12:41	06:39	18:45	12:42	06:45	18:55	12:50	06:51	19:01	12:56	06:41	18:46	12:43
20/02/2023	06:42	18:47	12:44	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:48	12:44	06:41	18:46	12:44	06:39	18:42	12:41	06:38	18:43	12:41	06:39	18:45	12:42	06:45	18:55	12:50	06:51	19:01	12:56	06:41	18:46	12:43
21/02/2023	06:41	18:47	12:44	06:41	18:47	12:44	06:40	18:44	12:42	06:40	18:47	12:44	06:41	18:46	12:44	06:39	18:42	12:40	06:38	18:43	12:41	06:39	18:45	12:42	06:45	18:55	12:50	06:51	19:01	12:56	06:40	18:46	12:43
22/02/2023	06:41	18:47	12:44	06:41	18:47	12:44	06:39	18:44	12:42	06:40	18:47	12:44	06:41	18:46	12:44	06:38	18:42	12:40	06:38	18:43	12:40	06:39	18:45	12:42	06:45	18:54	12:50	06:51	19:01	12:56	06:40	18:46	12:43
23/02/2023	06:41	18:47	12:44	06:41	18:46	12:44	06:39	18:44	12:41	06:40	18:47	12:43	06:41	18:46	12:44	06:38	18:42	12:40	06:37	18:43	12:40	06:39	18:45	12:42	06:45	18:54	12:50	06:51	19:01	12:56	06:40	18:46	12:43
24/02/2023	06:41	18:47	12:44	06:41	18:46	12:43	06:39	18:43	12:41	06:39	18:47	12:43	06:41	18:46	12:43	06:38	18:42	12:40	06:37	18:43	12:40	06:39	18:45	12:42	06:45	18:54	12:49	06:51	19:00	12:56	06:40	18:46	12:43
25/02/2023	06:41	18:46	12:44	06:40	18:46	12:43	06:39	18:43	12:41	06:39	18:47	12:43	06:41	18:46	12:43	06:38	18:42	12:40	06:37	18:43	12:40	06:39	18:45	12:42	06:45	18:54	12:49	06:51	19:00	12:56	06:40	18:46	12:43
26/02/2023	06:41	18:46	12:43	06:40	18:46	12:43	06:39	18:43	12:41	06:39	18:47	12:43	06:40	18:46	12:43	06:38	18:42	12:40	06:37	18:43	12:40	06:38	18:45	12:41	06:45	18:54	12:49	06:51	19:00	12:55	06:40	18:45	12:43
27/02/2023	06:40	18:46	12:43	06:40	18:46	12:43	06:39	18:43	12:41	06:39	18:47	12:43	06:40	18:46	12:43	06:38	18:42	12:40	06:37	18:43	12:40	06:38	18:44	12:41	06:44	18:53	12:49	06:51	19:00	12:55	06:39	18:45	12:42
28/02/2023	06:40	18:46	12:43	06:40	18:46	12:43	06:38	18:43	12:41	06:39	18:46	12:43	06:40	18:45	12:43	06:37	18:42	12:39	06:37	18:42	12:39	06:38	18:44	12:41	06:44	18:53	12:49	06:51	18:59	12:55	06:39	18:45	12:42
01/03/2023	06:40	18:46	12:43	06:40	18:46	12:43	06:38	18:43	12:40	06:39	18:46	12:42	06:40	18:45	12:43	06:37	18:41	12:39	06:36	18:42	12:39	06:38	18:44	12:41	06:44	18:53	12:49	06:50	18:59	12:55	06:39	18:45	12:42
02/03/2023	06:40	18:46	12:43	06:39	18:45	12:42	06:38	18:43	12:40	06:39	18:46	12:42	06:40	18:45	12:42	06:37	18:41	12:39	06:36	18:42	12:39	06:38	18:44	12:41	06:44	18:53	12:48	06:50	18:59	12:55	06:39	18:45	12:42
03/03/2023	06:40	18:45	12:43	06:39	18:45	12:42	06:38	18:43	12:40	06:38	18:46	12:42	06:39	18:45	12:42	06:37	18:41	12:39	06:36	18:42	12:39	06:37	18:44	12:41	06:44	18:52	12:48	06:50	18:59	12:54	06:39	18:45	12:42
04/03/2023	06:39	18:45	12:42	06:39	18:45	12:42	06:37	18:42	12:40	06:38	18:45	12:42	06:39	18:45	12:42	06:36	18:41	12:39	06:36	18:42	12:39	06:37	18:43	12:40	06:44	18:52	12:48	06:50	18:58	12:54	06:38	18:44	12:41
05/03/2023	06:39	18:45	12:42	06:39	18:45	12:42	06:37	18:42	12:40	06:38	18:45	12:42	06:39	18:45	12:42	06:36	18:41	12:38	06:35	18:41	12:38	06:37	18:43	12:40	06:44	18:52	12:48	06:50	18:58	12:54	06:38	18:44	12:41
06/03/2023	06:39	18:45	12:42	06:39	18:45	12:42	06:37	18:42	12:39	06:38	18:45	12:41	06:39	18:44	12:42	06:36	18:41	12:38	06:35	18:41	12:38	06:37	18:43	12:40	06:43	18:52	12:48	06:50	18:58	12:54	06:38	18:44	12:41
07/03/2023	06:39	18:45	12:42	06:38	18:44	12:41	06:37	18:42	12:39	06:38	18:45	12:41	06:38	18:44	12:41	06:35	18:40	12:38	06:35	18:41	12:38	06:37	18:43	12:40	06:43	18:51	12:47	06:50	18:58	12:54	06:38	18:44	12:41
08/03/2023	06:38	18:44	12:41	06:38	18:44	12:41	06:36	18:42	12:39	06:37	18:44	12:41	06:38	18:44	12:41	06:35	18:40	12:38	06:35	18:41	12:38	06:36	18:43	12:39	06:43	18:51	12:47	06:49	18:57	12:53	06:37	18:43	12:40
09/03/2023	06:38	18:44	12:41	06:38	18:44	12:41	06:36	18:41	12:39	06:37	18:44	12:41	06:38	18:44	12:41	06:35	18:40	12:37	06:34	18:41	12:38	06:36	18:42	12:39	06:43	18:51	12:47	06:49	18:57	12:53	06:37	18:43	12:40
10/03/2023	06:38	18:44	12:41	06:38	18:44	12:41	06:36	18:41	12:38	06:37	18:44	12:40	06:38	18:43	12:41	06:35	18:40	12:37	06:34	18:40	12:37	06:36	18:42	12:39	06:43	18:50	12:47	06:49	18:57	12:53	06:37	18:43	12:40
11/03/2023	06:38	18:44	12:41	06:37	18:43	12:40	06:35	18:41	12:38	06:37	18:44	12:40	06:37	18:43	12:40	06:34	18:40	12:37	06:34	18:40	12:37	06:35	18:42	12:39	06:42	18:50	12:46	06:49	18:56	12:53	06:37	18:43	12:40
12/03/2023	06:37	18:43	12:40	06:37	18:43	12:40	06:35	18:41	12:38	06:36	18:43	12:40	06:37	18:43	12:40	06:34	18:39	12:37	06:34	18:40	12:37	06:35	18:42	12:38	06:42	18:50	12:46	06:49	18:56	12:52	06:36	18:43	12:39
13/03/2023	06:37	18:43	12:40	06:37	18:43	12:40	06:35	18:41	12:38	06:36	18:43	12:40	06:37	18:43	12:40	06:34	18:39	12:36	06:33	18:40	12:36	06:35	18:41	12:38	06:42	18:49	12:46	06:48	18:56	12:52	06:36	18:42	12:39
14/03/2023	06:37	18:43	12:40	06:36	18:43	12:40	06:34	18:40	12:37	06:36	18:43	12:39	06:36	18:43	12:39	06:33	18:39	12:36	06:33	18:39	12:36	06:35	18:41	12:38	06:42	18:49	12:45	06:48	18:55	12:52	06:36	18:42	12:39
15/03/2023	06:36	18:43	12:40	06:36	18:42	12:39	06:34	18:40	12:37	06:36	18:42	12:39	06:36	18:42	12:39	06:33	18:39	12:36	06:33	18:39	12:36	06:34	18:41	12:38	06:42	18:49	12:45	06:48	18:55	12:52	06:35	18:42	12:39
16/03/2023	06:36	18:42	12:39	06:36	18:42	12:39	06:34	18:40	12:37	06:35	18:42	12:39	06:36	18:42	12:39	06:33	18:39	12:36	06:32	18:39	12:36	06:34	18:41	12:37	06:41	18:48	12:45	06:48	18:55	12:51	06:35	18:42	12:38
17/03/2023	06:36	18:42	12:39	06:36	18:42	12:39	06:33	18:40	12:37	06:35	18:42	12:39	06:35	18:42	12:39	06:32	18:38	12:35	06:32	18:39	12:35	06:34	18:40	12:37	06:41	18:48	12:45	06:47	18:54	12:51	06:35	18:41	12:38
18/03/2023	06:36	18:42	12:39	06:35	18:42	12:38	06:33	18:39	12:36	06:35	18:42	12:38	06:35	18:42	12:38	06:32	18:38	12:35	06:32	18:38	12:35	06:34	18:40	12:37	06:41	18:48	12:44	06:47	18:54	12:51	06:35	18:41	12:38
19/03/2023	06:35	18:42	12:38	06:35	18:41	12:38	06:33	18:39	12:36	06:35	18:41	12:38	06:35	18:41	12:38	06:32	18:38	12:35	06:32	18:38	12:35	06:33	18:40	12:36	06:41	18:47	12:44	06:47	18:54	12:50	06:34	18:41	12:37
20/03/2023	06:35	18:41	12:38	06:35	18:41	12:38	06:32	18:39	12:36	06:34	18:41	12:38	06:35	18:41	12:38	06:31	18:38	12:34	06:31	18:38	12:34	06:33	18:39	12:36	06:40	18:47	12:44	06:47	18:53	12:50	06:34	18:40	12:37
21/03/2023	06:35	18:41	12:38	06:34	18:41	12:38	06:32	18:39	12:35	06:34	18:41	12:37	06:34	18:41	12:37	06:31	18:37	12:34	06:31	18:37	12:34	06:33	18:39	12:36	06:40	18:47	12:43	06:47	18:53	12:50	06:34	18:40	12:37
22/03/2023	06:34	18:41	12:38	06:34	18:41	12:37	06:32	18:38	12:35	06:34	18:40	12:37	06:34	18:40	12:37	06:31	18:37	12:34	06:31	18:37	12:34	06:32	18:39	12:36	06:40	18:46	12:43	06:46	18:53	12:49	06:33	18:40	12:37
23/03/2023	06:34	18:41	12:37	06:34	18:40	12:37	06:31	18:38	12:35	06:34	18:40	12:37	06:34	18:40	12:37	06:30	18:37	12:34	06:30	18:37	12:34	06:32	18:39	12:35	06:40	18:46	12:43	06:46	18:52	12:49	06:33	18:40	12:36
24/03/2023	06:34	18:40	12:37	06:33	18:40	12:37	06:31	18:38	12:34	06:33	18:40	12:36	06:33	18:40	12:37	06:30	18:37	12:33	06:30	18:37	12:33	06:32	18:38	12:35	06:40	18:46	12:43	06:46	18:52	12:49	06:33	18:39	12:36
25/03/2023	06:33	18:40	12:37	06:33	18:40	12:36	06:31	18:38	12:34	06:33	18:39	12:36	06:33	18:40	12:36	06:29	18:36	12:33	06:30	18:36	12:33	06:31	18:38	12:35	06:39	18:45	12:42	06:46	18:52	12:49	06:32	18:39	12:36
26/03/2023	06:33	18:40	12:36	06:33	18:39	12:36	06:30	18:37	12:34	06:33	18:39	12:36	06:33	18:39	12:36	06:29	18:36	12:33	06:29	18:36	12:33	06:31	18:38	12:34	06:39	18:45	12:42	06:45	18:51	12:48	06:32	18:39	12:35
27/03/2023	06:33	18:39	12:36	06:32	18:39	12:36	06:30	18:37	12:34	06:32	18:39	12:36	06:32	18:39	12:36	06:29	18:36	12:32	06:29	18:36	12:32	06:31	18:37	12:34	06:39	18:45	12:42	06:45	18:51	12:48	06:32	18:38	12:35
28/03/2023	06:32	18:39	12:36	06:32	18:39	12:35	06:30	18:37	12:33	06:32	18:38	12:35	06:32	18:39	12:35	06:28	18:36	12:32	06:29	18:35	12:32	06:30	18:37	12:34	06:39	18:44	12:41	06:45	18:51	12:48	06:31	18:38	12:35
29/03/2023	06:32	18:39	12:35	06:32	18:39	12:35	06:29	18:37	12:33	06:32	18:38	12:35	06:32	18:39	12:35	06:28	18:36	12:32	06:28	18:35	12:32	06:30	18:37	12:33	06:38	18:44	12:41	06:45	18:50	12:47	06:31	18:38	12:35
30/03/2023	06:32	18:39	12:35	06:31	18:38	12:35	06:29	18:36	12:33	06:32	18:38	12:35	06:31	18:38	12:35	06:28	18:35	12:31	06:28	18:35	12:32	06:30	18:37	12:33	06:38	18:44	12:41	06:44	18:50	12:47	06:31	18:38	12:34
31/03/2023	06:31	18:38	12:35	06:31	18:38	12:35	06:29	18:36	12:32	06:31	18:37	12:34	06:31	18:38	12:34	06:27	18:35	12:31	06:28	18:35	12:31	06:30	18:36	12:33	06:38	18:43	12:40	06:44	18:49	12:47	06:30	18:37	12:34
01/04/2023	06:31	18:38	12:35	06:31	18:38	12:34	06:28	18:36	12:32	06:31	18:37	12:34	06:31	18:38	12:34	06:27	18:35	12:31	06:27	18:34	12:31	06:29	18:36	12:33	06:38	18:43	12:40	06:44	18:49	12:46	06:30	18:37	12:34
02/04/2023	06:31	18:38	12:34	06:30	18:37	12:34	06:28	18:36	12:32	06:31	18:37	12:34	06:30	18:38	12:34	06:27	18:35	12:31	06:27	18:34	12:31	06:29	18:36	12:32	06:37	18:42	12:40	06:44	18:49	12:46	06:30	18:37	12:33
03/04/2023	06:30	18:38	12:34	06:30	18:37	12:34	06:28	18:35	12:31	06:30	18:36	12:33	06:30	18:37	12:34	06:26	18:34	12:30	06:27	18:34	12:30	06:29	18:35	12:32	06:37	18:42	12:40	06:43	18:48	12:46	06:29	18:37	12:33
04/04/2023	06:30	18:37	12:34	06:30	18:37	12:33	06:27	18:35	12:31	06:30	18:36	12:33	06:30	18:37	12:33	06:26	18:34	12:30	06:27	18:34	12:30	06:28	18:35	12:32	06:37	18:42	12:39	06:43	18:48	12:46	06:29	18:36	12:33
05/04/2023	06:30	18:37	12:33	06:30	18:37	12:33	06:27	18:35	12:31	06:30	18:36	12:33	06:29	18:37	12:33	06:26	18:34	12:30	06:26	18:33	12:30	06:28	18:35	12:31	06:37	18:41	12:39	06:43	18:48	12:45	06:29	18:36	12:32
06/04/2023	06:30	18:37	12:33	06:29	18:36	12:33	06:27	18:35	12:31	06:30	18:36	12:33	06:29	18:36	12:33	06:25	18:34	12:29	06:26	18:33	12:29	06:28	18:35	12:31	06:36	18:41	12:39	06:43	18:47	12:45	06:29	18:36	12:32
07/04/2023	06:29	18:36	12:33	06:29	18:36	12:33	06:26	18:34	12:30	06:29	18:35	12:32	06:29	18:36	12:32	06:25	18:33	12:29	06:26	18:33	12:29	06:27	18:34	12:31	06:36	18:41	12:38	06:42	18:47	12:45	06:28	18:35	12:32
08/04/2023	06:29	18:36	12:33	06:29	18:36	12:32	06:26	18:34	12:30	06:29	18:35	12:32	06:28	18:36	12:32	06:25	18:33	12:29	06:25	18:32	12:29	06:27	18:34	12:31	06:36	18:40	12:38	06:42	18:47	12:44	06:28	18:35	12:32
09/04/2023	06:29	18:36	12:32	06:28	18:36	12:32	06:26	18:34	12:30	06:29	18:35	12:32	06:28	18:36	12:32	06:24	18:33	12:29	06:25	18:32	12:29	06:27	18:34	12:30	06:36	18:40	12:38	06:42	18:46	12:44	06:28	18:35	12:31
10/04/2023	06:28	18:36	12:32	06:28	18:35	12:32	06:25	18:34	12:29	06:29	18:34	12:31	06:28	18:35	12:32	06:24	18:33	12:28	06:25	18:32	12:28	06:27	18:33	12:30	06:35	18:40	12:38	06:42	18:46	12:44	06:27	18:35	12:31
